time Hut Table
2721.6635120167 27.41 29.97
2722.6642089667 27.4 29.96
2723.6650969667 27.4 29.97
2724.6657921333 27.4 29.99
2725.66617645 27.4 29.98
2726.6669301 27.4 29.99
2727.1791459167 27.41 29.99
2727.74392 27.41 29.98
2728.74491135 27.41 29.99
2729.7459359833 27.4 29.98
2730.75473615 27.41 29.99
2731.7670466667 27.42 29.99
2732.77893265 27.43 29.98
2733.7797037833 27.44 29.99
2734.7811329333 27.43 29.99
2735.7813822833 27.43 29.98
2736.7825750667 27.44 30
2737.7830176333 27.44 30
2738.0817795167 27.44 30
2739.0823439333 27.43 30
2740.0825366667 27.43 30
2741.0834299 27.43 30
2742.08407975 27.45 30
2742.45408685 27.45 30
2743.45482145 27.44 30
2744.4564108167 27.43 30.02
2745.45711835 27.46 30.01
2746.4579822 27.45 30.01
2747.4581045833 27.45 30.01
2748.4585505833 27.46 30.02
2749.4599994167 27.45 30.02
2750.4607543333 27.46 30.02
2751.46217315 27.46 30.04
2752.4626908833 27.44 30.03
2753.4636692833 27.45 30.04
2754.4650641833 27.46 30.03
2755.4667118167 27.45 30.03
2756.4676679 27.45 30.03
2757.4682893333 27.45 30.03
2758.4690199 27.44 30.01
2759.4692771667 27.47 30.02
2760.4695860667 27.45 30.03
2761.4700859333 27.46 30.02
2762.4711997333 27.47 30.03
2763.4712589833 27.47 30.04
2764.4720545833 27.47 30.04
2765.4731908833 27.47 30.04
2766.4732090167 27.46 30.04
2767.4738452 27.47 30.04
2768.475115 27.46 30.05
2769.4765322 27.47 30.06
2770.4778705167 27.47 30.06
2771.4780066667 27.47 30.06
2772.47814125 27.48 30.05
2773.4787186333 27.5 30.07
2774.4790324167 27.5 30.06
2775.47942615 27.5 30.07
2776.4797530833 27.49 30.07
2777.47984335 27.5 30.07
2778.4801602333 27.5 30.08
2779.4811639 27.51 30.07
2780.4821379 27.51 30.08
2781.4823220833 27.51 30.08
2782.48378365 27.5 30.1
2783.4850536167 27.51 30.09
2784.4853957167 27.52 30.09
2785.4866858667 27.52 30.09
2786.48817905 27.51 30.1
2787.4885122167 27.5 30.11
2788.48995055 27.51 30.11
2789.49118795 27.53 30.09
2790.4916096 27.52 30.09
2791.4931791667 27.52 30.11
2792.49420745 27.53 30.11
2793.49460285 27.53 30.12
2794.4954446 27.52 30.12
2795.4958552333 27.53 30.12
2796.4968039667 27.53 30.13
2797.4969417333 27.53 30.13
2798.4973314 27.52 30.14
2799.4978590667 27.53 30.12
2800.4991864667 27.55 30.11
2801.49937635 27.55 30.12
2802.5005312167 27.55 30.12
2803.5012390833 27.54 30.13
2804.5025011333 27.54 30.12
2805.4206608 27.53 30.14
2806.0793031667 27.53 30.14
2807.0807121333 27.55 30.14
2808.0822239 27.55 30.14
2809.0827453167 27.55 30.14
2810.0828977167 27.55 30.14
2811.0839024333 27.56 30.13
2812.0841270333 27.56 30.14
2813.0856582 27.56 30.14
2814.0858110333 27.57 30.14
2815.0868809167 27.57 30.15
2816.0877806667 27.58 30.15
2817.0886575 27.58 30.15
2818.0891123333 27.59 30.15
2819.0901907333 27.58 30.16
2820.0914049833 27.59 30.16
2821.09196805 27.58 30.16
2822.0931285167 27.59 30.17
2823.0944691833 27.59 30.17
2824.0955557333 27.59 30.17
2825.0958547 27.59 30.17
2826.0967166 27.59 30.16
2827.0983842167 27.58 30.17
2828.0990529333 27.58 30.18
2829.1006210167 27.59 30.18
2830.1020320667 27.6 30.18
2831.1035435833 27.6 30.18
2832.1046141333 27.59 30.18
2833.1046692333 27.61 30.17
2834.1058404833 27.61 30.18
2835.1060632 27.62 30.19
2836.1069785833 27.61 30.19
2837.1075029 27.61 30.19
2838.1084781333 27.6 30.2
2839.1089792833 27.61 30.2
2840.11028865 27.62 30.19
2841.1117733833 27.63 30.21
2842.1118194667 27.62 30.21
2843.1124315833 27.62 30.22
2844.1140344167 27.62 30.2
2845.11404505 27.63 30.2
2846.1154886167 27.62 30.2
2847.11577535 27.62 30.21
2848.1161677333 27.63 30.22
2848.7343824667 27.63 30.22
2849.5982561667 27.64 30.22
2850.59977305 27.64 30.22
2851.60101165 27.64 30.23
2852.6026500667 27.63 30.21
2853.60372775 27.66 30.22
2854.6045884 27.65 30.22
2855.6060683333 27.64 30.2
2856.6067948833 27.64 30.21
2857.6075670333 27.65 30.24
2858.6089164 27.64 30.23
2859.61038705 27.66 30.22
2860.6114574 27.65 30.21
2861.6120661667 27.64 30.23
2862.6136236167 27.65 30.22
2863.6139791333 27.65 30.22
2864.61488485 27.65 30.23
2865.6159216167 27.65 30.24
2866.61601175 27.65 30.23
2867.6160338333 27.64 30.23
2868.6164048333 27.65 30.24
2869.6179697167 27.65 30.23
2870.6189625167 27.66 30.24
2871.6202888333 27.68 30.24
2872.6213848333 27.66 30.25
2873.6219586667 27.65 30.22
2874.6228665 27.64 30.25
2875.62293625 27.64 30.26
2876.6245574 27.65 30.26
2877.6255990833 27.65 30.26
2878.6258951 27.66 30.25
2879.6262767167 27.65 30.26
2880.6270400167 27.65 30.25
2881.627686 27.66 30.25
2882.6279869 27.65 30.25
2883.6280735333 27.65 30.24
2884.6287297333 27.65 30.23
2885.6291416167 27.65 30.26
2886.6304092667 27.65 30.26
2887.6309168333 27.66 30.26
2888.6316211167 27.67 30.26
2889.6325680333 27.65 30.25
2890.63267255 27.65 30.25
2891.6333191167 27.64 30.26
2892.63462485 27.66 30.27
2893.6352083667 27.65 30.28
2894.6365593833 27.65 30.26
2895.6380561833 27.64 30.26
2896.638789 27.65 30.27
2897.6391431333 27.64 30.26
2898.64004245 27.65 30.26
2899.6405229 27.64 30.28
2900.64083655 27.64 30.27
2901.6416918833 27.64 30.27
2902.6424961 27.66 30.27
2903.6437593667 27.66 30.26
2904.6444595667 27.67 30.27
2905.64553075 27.66 30.27
2906.6462224 27.66 30.25
2907.646687 27.65 30.26
2908.6477249167 27.64 30.27
2909.6492315167 27.66 30.26
2910.2330949667 27.66 30.26
2911.12042945 27.65 30.26
2912.1217563167 27.64 30.27
2913.1220019667 27.65 30.27
2914.1225440333 27.66 30.27
2915.1231213667 27.66 30.27
2916.12421165 27.66 30.27
2917.1251116333 27.66 30.26
2918.1264134 27.66 30.26
2919.12666065 27.67 30.29
2920.1273212 27.66 30.28
2921.1287168333 27.64 30.28
2922.1287864167 27.66 30.28
2923.12943695 27.65 30.28
2924.1308238167 27.65 30.27
2925.1311385167 27.67 30.26
2926.13246615 27.67 30.27
2927.1325235167 27.65 30.27
2928.13337025 27.67 30.27
2929.1355318 27.66 30.27
2930.1339104167 27.67 30.27
2931.1341256333 27.65 30.27
2932.1345633 27.69 30.26
2933.135817 27.67 30.28
2934.1364731833 27.67 30.27
2935.13792775 27.68 30.27
2936.1393775333 27.68 30.27
2937.1408080833 27.68 30.27
2938.1409656667 27.68 30.28
2939.1424616333 27.68 30.29
2940.14319085 27.68 30.29
2941.14403415 27.7 30.29
2942.1454739167 27.7 30.26
2943.1467879 27.69 30.27
2944.14825095 27.69 30.29
2945.1493931833 27.7 30.29
2946.1502834667 27.7 30.29
2947.1514503833 27.69 30.29
2948.1518634167 27.71 30.29
2949.1520152333 27.71 30.3
2950.1532357167 27.71 30.31
2951.15468895 27.72 30.3
2952.15509985 27.72 30.31
2953.1561067667 27.72 30.3
2954.1571031 27.73 30.31
2955.1572424833 27.73 30.31
2956.15765775 27.73 30.3
2957.1584103833 27.74 30.31
2958.1595425333 27.74 30.31
2959.1602830333 27.74 30.33
2960.1618147 27.73 30.32
2961.1626299833 27.73 30.33
2962.1641262333 27.74 30.32
2963.1651866333 27.75 30.31
2964.1665485 27.74 30.33
2965.1666729333 27.75 30.33
2966.1671921667 27.75 30.34
2967.16789365 27.75 30.34
2968.16951385 27.76 30.35
2969.17067675 27.77 30.34
2970.1709113833 27.77 30.35
2971.1721435333 27.77 30.34
2972.1730103833 27.76 30.34
2973.1743444333 27.77 30.35
2973.5070097833 27.77 30.35
2974.5079370333 27.77 30.34
2975.5079653333 27.76 30.35
2976.5088456333 27.76 30.34
2977.5102202667 27.77 30.35
2978.5111149333 27.77 30.35
2979.5113726167 27.78 30.37
2979.5667578333 27.78 30.36
2980.5674040333 27.78 30.37
2981.56875685 27.78 30.37
2982.5691105 27.78 30.37
2983.5692022833 27.77 30.36
2984.5701126333 27.77 30.37
2985.5705107833 27.76 30.37
2986.5721053 27.76 30.36
2987.5729903333 27.77 30.38
2988.5734881833 27.77 30.37
2989.5739844167 27.77 30.37
2990.5750671167 27.78 30.36
2991.5762585 27.77 30.38
2992.5774951667 27.79 30.38
2993.5787810667 27.79 30.37
2994.5800972833 27.79 30.38
2995.5812091833 27.79 30.39
2996.5819717333 27.78 30.39
2997.5823737167 27.78 30.4
2998.5829375667 27.78 30.38
2999.5837667833 27.78 30.38
3000.5844742667 27.79 30.39
3001.58466485 27.8 30.38
3002.5853159333 27.79 30.39
3003.5858153333 27.81 30.39
3004.5872196667 27.8 30.4
3005.58803855 27.81 30.41
3006.5893552 27.81 30.41
3007.5905680333 27.81 30.4
3008.5915534333 27.81 30.41
3009.59282355 27.81 30.42
3010.5930977167 27.82 30.42
3011.5938872167 27.81 30.42
3012.5941115167 27.82 30.41
3013.5950416667 27.82 30.42
3014.5961451333 27.82 30.43
3015.5975219 27.83 30.44
3016.5991319333 27.83 30.42
3017.5992933833 27.83 30.42
3018.6007130667 27.83 30.41
3019.6013476667 27.84 30.42
3020.6027126167 27.84 30.43
3021.6031417667 27.83 30.42
3022.6047038833 27.83 30.43
3023.6055144667 27.83 30.43
3024.60680225 27.84 30.45
3025.6070399 27.83 30.43
3026.6081645333 27.83 30.44
3027.6083824 27.84 30.44
3028.6093978833 27.84 30.43
3029.61004935 27.86 30.43
3030.6108739167 27.86 30.44
3031.6112768833 27.85 30.44
3032.6115838 27.85 30.44
3033.6127398833 27.84 30.45
3034.6128234667 27.84 30.45
3035.6135664 27.84 30.45
3036.6137819 27.85 30.43
3037.6152720167 27.85 30.42
3038.61613335 27.85 30.43
3039.6167451667 27.84 30.44
3040.6172236833 27.85 30.44
3041.6188625667 27.85 30.44
3042.6197163667 27.86 30.44
3042.7806979333 27.86 30.44
3043.3359973667 27.85 30.44
3044.33754035 27.85 30.44
3045.3379042667 27.85 30.44
3046.33925865 27.85 30.44
3047.3399820833 27.84 30.44
3048.34122735 27.84 30.45
3049.3420102167 27.85 30.45
3050.3423937 27.86 30.44
3051.34305075 27.85 30.44
3052.3447174667 27.85 30.45
3053.3460165 27.85 30.45
3054.3473981 27.86 30.45
3055.3482949833 27.86 30.45
3056.3491088667 27.84 30.45
3057.3500014833 27.84 30.46
3058.3501115333 27.85 30.45
3059.3506278667 27.85 30.45
3060.35118125 27.84 30.47
3061.35202055 27.83 30.45
3062.35208435 27.84 30.45
3063.3536413833 27.84 30.46
3064.354426 27.84 30.45
3065.3559182 27.83 30.45
3066.35620475 27.84 30.46
3067.35760265 27.83 30.45
3068.3591893 27.85 30.44
3069.3606807 27.84 30.47
3070.36215355 27.85 30.45
3071.36371185 27.84 30.46
3072.36422605 27.84 30.46
3073.3647048 27.84 30.46
3074.3648643333 27.84 30.46
3075.3655856667 27.84 30.47
3076.3658932 27.84 30.46
3077.3671236167 27.83 30.47
3078.367359 27.86 30.47
3079.3688427833 27.85 30.45
3080.3697723333 27.85 30.46
3081.3701299667 27.85 30.45
3082.3715178667 27.83 30.47
3083.3725774 27.86 30.46
3084.3727673333 27.83 30.46
3085.3729789667 27.83 30.46
3086.3746287667 27.83 30.48
3087.3756015667 27.84 30.47
3088.3756620167 27.84 30.47
3089.3766897333 27.85 30.46
3090.3772999833 27.85 30.46
3091.3776847667 27.85 30.46
3092.3779088 27.85 30.47
3093.37793375 27.86 30.47
3094.3791433 27.84 30.48
3095.3805226833 27.83 30.46
3096.3809732833 27.84 30.46
3097.3814577 27.84 30.45
3098.38173215 27.85 30.47
3099.3822114833 27.85 30.46
3100.3831170333 27.84 30.46
3101.3847840667 27.84 30.45
3102.38598525 27.84 30.46
3103.05420185 27.85 30.47
3104.0547873 27.85 30.45
3105.0555935167 27.86 30.47
3106.0572090833 27.87 30.45
3107.0575233833 27.86 30.46
3107.63307425 27.87 30.47
3108.6331072 27.87 30.47
3109.0204695667 27.86 30.45
3109.6492471167 27.87 30.47
3110.6503482167 27.85 30.47
3111.6513893833 27.85 30.48
3112.6519839667 27.86 30.47
3113.6523650333 27.85 30.48
3114.6540051667 27.87 30.48
3115.65429595 27.87 30.48
3116.6546654333 27.87 30.48
3117.6557830667 27.87 30.49
3118.6563558833 27.88 30.49
3119.65748235 27.88 30.48
3120.6588064667 27.87 30.48
3121.6604004667 27.88 30.5
3122.6614752167 27.89 30.49
3123.6618307167 27.88 30.49
3124.6632092167 27.88 30.5
3125.6638083833 27.88 30.51
3126.6652867 27.88 30.5
3127.6668660667 27.88 30.49
3128.66698585 27.88 30.5
3129.66756915 27.89 30.5
3130.6683433 27.88 30.51
3131.6698455833 27.89 30.5
3132.6714256333 27.87 30.49
3133.6728370667 27.87 30.49
3134.6737492 27.88 30.5
3135.6741713167 27.87 30.5
3136.67442735 27.87 30.5
3137.6755195 27.87 30.49
3138.67714345 27.88 30.5
3139.6787377833 27.88 30.49
3140.6789385 27.88 30.5
3141.6800924167 27.88 30.5
3142.6804184333 27.89 30.5
3143.68105445 27.9 30.5
3144.68202105 27.9 30.51
3145.6822765833 27.9 30.51
3146.6836940833 27.89 30.52
3147.6840438333 27.89 30.51
3148.6849695167 27.89 30.51
3149.6861994833 27.9 30.5
3150.6876232167 27.9 30.5
3151.68906085 27.89 30.49
3152.6903216333 27.89 30.49
3153.6914748333 27.9 30.49
3154.6942825 27.91 30.5
3155.6935999333 27.9 30.5
3156.6947462333 27.9 30.51
3157.6960152 27.9 30.49
3158.6975699667 27.9 30.52
3159.6987858333 27.91 30.5
3160.6996640833 27.9 30.52
3161.7010126 27.9 30.51
3162.7026556 27.92 30.52
3163.70308225 27.92 30.52
3164.7032560333 27.92 30.51
3165.7039157 27.92 30.51
3166.70473965 27.91 30.51
3167.7052815667 27.91 30.52
3168.7054279167 27.91 30.54
3169.7069131333 27.92 30.52
3170.70840755 27.92 30.53
3171.7090840833 27.92 30.53
3172.7103072667 27.92 30.52
3172.97844145 27.92 30.5
3173.5197071333 27.92 30.52
3174.52094735 27.92 30.52
3175.5210963833 27.92 30.52
3176.5226021833 27.93 30.51
3177.5227644167 27.93 30.52
3178.5244706 27.92 30.52
3179.52523875 27.91 30.51
3180.5258296667 27.92 30.53
3181.5262424833 27.92 30.53
3182.52751255 27.92 30.53
3183.5288862667 27.93 30.54
3184.53043665 27.94 30.53
3185.5317800333 27.93 30.55
3186.5328223667 27.92 30.52
3187.5344802833 27.93 30.53
3188.5345461833 27.92 30.53
3189.5360265833 27.91 30.54
3190.5373041667 27.91 30.53
3191.53846365 27.91 30.52
3192.53970765 27.92 30.53
3193.5412771167 27.92 30.52
3194.5414178167 27.9 30.51
3195.54256075 27.9 30.52
3196.5438939167 27.9 30.52
3197.5445238833 27.9 30.53
3198.5454044167 27.92 30.54
3199.546337 27.9 30.51
3200.5472994333 27.89 30.52
3201.5474506167 27.89 30.51
3202.5477341833 27.89 30.53
3203.54903335 27.9 30.51
3204.5497106833 27.89 30.52
3205.5499403333 27.89 30.53
3206.55131125 27.89 30.52
3207.5513729833 27.89 30.52
3208.5520383 27.9 30.52
3209.5526525667 27.89 30.52
3210.55430905 27.9 30.53
3211.5559034333 27.91 30.53
3212.5565484333 27.92 30.51
3213.5578641333 27.91 30.52
3214.55927585 27.91 30.52
3215.5598099333 27.9 30.51
3216.5609272667 27.9 30.52
3217.5615220833 27.9 30.52
3218.5695215667 27.89 30.51
3219.5631827833 27.9 30.52
3220.5691989333 27.91 30.52
3221.5639796667 27.91 30.53
3222.5647122667 27.91 30.52
3223.5656099167 27.9 30.51
3224.5665155 27.9 30.51
3225.5676090167 27.9 30.52
3226.5676573833 27.9 30.52
3227.56890045 27.9 30.52
3228.5696289333 27.9 30.52
3229.57011965 27.89 30.52
3230.5713077667 27.89 30.52
3231.5725395 27.89 30.52
3232.5737140667 27.89 30.5
3233.5820332 27.89 30.52
3234.5744508333 27.89 30.51
3235.5746194167 27.89 30.52
3236.0016557167 27.89 30.53
3236.4564754 27.88 30.52
3237.4571838833 27.89 30.52
3238.4574352333 27.91 30.52
3245.8290161167 27.9 30.51
3246.8302883167 27.89 30.51
3247.8307167 27.89 30.5
3248.8385805 27.89 30.5
3249.8615842833 27.9 30.52
3250.8735012 27.89 30.52
3251.8743506667 27.9 30.52
3252.8744239333 27.9 30.52
3253.87607845 27.89 30.53
3254.8770693833 27.9 30.53
3255.8780409667 27.9 30.53
3256.88935855 27.9 30.52
3257.8937102833 27.9 30.52
3258.89385175 27.9 30.52
3259.8940652333 27.9 30.52
3260.0963655333 27.9 30.52
3261.0971373333 27.9 30.51
3262.0973763833 27.9 30.52
3263.09854795 27.9 30.52
3264.0990989333 27.91 30.5
3265.10038845 27.91 30.51
3266.1005652167 27.91 30.52
3267.1016838 27.9 30.52
3268.1032283333 27.89 30.51
3269.1040731 27.91 30.51
3270.1048072167 27.9 30.52
3271.1050918167 27.9 30.51
3272.1064383667 27.89 30.51
3273.10691675 27.88 30.51
3274.1082516167 27.89 30.52
3275.1087879 27.89 30.5
3276.10947585 27.9 30.51
3277.1095646667 27.89 30.51
3278.1109962167 27.88 30.5
3279.1126812 27.89 30.5
3280.1137701667 27.89 30.51
3281.1138132333 27.89 30.51
3282.1158144333 27.89 30.51
3283.1170387 27.87 30.52
3284.1182104833 27.86 30.51
3285.1185454333 27.86 30.52
3286.1189864 27.86 30.5
3287.1207175667 27.86 30.49
3288.1223921167 27.87 30.5
3289.1236350167 27.88 30.5
3290.1243855667 27.87 30.5
3291.12599365 27.87 30.49
3292.1268445833 27.86 30.49
3293.1271174333 27.87 30.48
3294.1287362 27.87 30.5
3295.1294525333 27.88 30.49
3296.1314250167 27.87 30.48
3297.1319227333 27.88 30.49
3298.1332457667 27.87 30.49
3299.1339493333 27.86 30.49
3300.1347352667 27.86 30.5
3301.1358976 27.87 30.49
3302.1361315333 27.87 30.5
3303.1376604833 27.89 30.51
3304.1377120333 27.87 30.49
3305.1379959333 27.88 30.5
3306.1395238833 27.88 30.49
3307.1400665333 27.88 30.49
3308.1412153833 27.87 30.51
3309.1414569667 27.87 30.52
3310.1427483167 27.88 30.52
3311.1438256167 27.89 30.5
3312.1452624167 27.88 30.5
3313.1458560167 27.89 30.5
3314.1469746167 27.88 30.51
3315.1476108333 27.86 30.51
3316.14905525 27.87 30.51
3317.1509970667 27.87 30.5
3318.1518949833 27.87 30.5
3319.1520979167 27.86 30.5
3320.15233195 27.86 30.49
3321.1539575 27.86 30.49
3322.15504625 27.85 30.48
3322.4548438167 27.86 30.49
3323.0373766 27.86 30.49
3324.03775475 27.86 30.49
3325.03906675 27.85 30.47
3326.0396192667 27.84 30.49
3327.0404783667 27.85 30.48
3328.041521 27.85 30.48
3329.0423280667 27.83 30.48
3330.0432152833 27.84 30.49
3331.0433771667 27.84 30.48
3332.0434160333 27.84 30.49
3333.0439958833 27.85 30.49
3334.0452958833 27.85 30.48
3335.04657335 27.85 30.48
3336.04827335 27.85 30.48
3337.0491128167 27.85 30.47
3338.0506817833 27.85 30.48
3339.0519865 27.84 30.48
3340.05334895 27.84 30.48
3341.05472265 27.85 30.5
3342.05568605 27.84 30.48
3343.05583915 27.84 30.47
3344.0560779 27.85 30.49
3345.056656 27.85 30.48
3346.0583931667 27.85 30.48
3347.06061435 27.85 30.48
3348.0610810333 27.84 30.49
3349.0626627167 27.84 30.48
3350.0634098 27.84 30.47
3351.0640049167 27.84 30.48
3352.06449855 27.83 30.49
3353.0660940167 27.84 30.49
3354.0673970833 27.85 30.49
3355.0691713167 27.84 30.48
3356.0703033 27.83 30.49
3357.0703195667 27.84 30.49
3358.0714318167 27.85 30.48
3359.07268935 27.87 30.48
3360.0739197 27.85 30.49
3361.07556145 27.86 30.49
3362.0762128167 27.87 30.47
3363.0766314 27.85 30.48
3364.0767268 27.85 30.47
3365.0772190667 27.88 30.46
3366.0788296333 27.86 30.49
3367.0791258833 27.86 30.48
3368.0802699333 27.86 30.48
3369.0816029 27.87 30.49
3370.0829141833 27.86 30.48
3371.0837565333 27.85 30.47
3372.0850856 27.86 30.48
3373.08533965 27.86 30.49
3374.0854052667 27.85 30.48
3375.0859702333 27.86 30.49
3376.0866214333 27.86 30.5
3377.0868758667 27.87 30.48
3378.08725785 27.87 30.48
3379.0882410333 27.85 30.5
3380.0891261667 27.85 30.5
3381.0899927667 27.84 30.5
3382.0910817167 27.84 30.49
3383.0911147167 27.84 30.48
3384.0920665167 27.83 30.48
3385.0928376833 27.82 30.47
3386.0934243 27.83 30.48
3387.0946281167 27.82 30.48
3387.2090778167 27.82 30.49
3387.6089465833 27.81 30.46
3388.61024655 27.83 30.47
3389.61075335 27.82 30.47
3390.6122564833 27.81 30.45
3391.6138723 27.81 30.46
3392.6144840667 27.8 30.45
3393.6149569833 27.79 30.45
3394.6153468333 27.8 30.45
3395.6172609167 27.8 30.45
3396.6178521167 27.79 30.45
3397.6187012167 27.78 30.44
3398.6188081667 27.79 30.45
3399.62045705 27.79 30.46
3400.6220763333 27.78 30.44
3401.6233943167 27.78 30.44
3402.6237523167 27.79 30.45
3403.6246012833 27.79 30.45
3404.6248209333 27.79 30.45
3405.62628725 27.79 30.45
3406.6273413333 27.79 30.44
3407.62834735 27.8 30.44
3408.62902435 27.79 30.45
3409.63094205 27.8 30.45
3410.6324470167 27.8 30.45
3411.63291255 27.79 30.46
3412.63456 27.79 30.44
3413.6360332167 27.78 30.45
3414.6366707833 27.79 30.46
3415.6371011833 27.78 30.45
3416.6378826333 27.78 30.45
3417.6395384 27.79 30.45
3418.6402545 27.79 30.44
3419.6404951833 27.78 30.44
3420.64079745 27.78 30.45
3421.64086615 27.78 30.45
3422.6421695 27.79 30.43
3423.6422468 27.78 30.43
3424.6436552667 27.78 30.43
3425.6451881833 27.77 30.42
3426.6462395833 27.78 30.44
3427.6477379667 27.79 30.43
3428.6493591 27.8 30.43
3429.6503446833 27.8 30.43
3430.6516027833 27.79 30.44
3431.6532977 27.8 30.44
3432.6543553833 27.79 30.45
3433.6559220833 27.79 30.43
3434.65612125 27.79 30.44
3435.6566418 27.78 30.44
3436.6578649833 27.78 30.44
3437.65929245 27.79 30.44
3438.6599845167 27.8 30.42
3439.6602890333 27.8 30.43
3440.6607867 27.8 30.44
3441.6619203167 27.79 30.44
3442.6631358167 27.8 30.43
3443.6641236833 27.8 30.44
3444.6656362 27.79 30.44
3445.6658007 27.8 30.45
3446.6660322833 27.78 30.44
3447.6669425667 27.79 30.43
3448.6683483833 27.79 30.42
3449.6697163167 27.78 30.42
3449.9658241667 27.78 30.43
3450.4375501833 27.78 30.43
3451.4377594 27.79 30.43
3452.4387073167 27.77 30.42
3453.4392451833 27.78 30.43
3454.4405282 27.77 30.43
3455.4410871167 27.79 30.44
3456.4426712667 27.78 30.42
3457.44378815 27.78 30.43
3458.4453308833 27.77 30.43
3459.44557315 27.78 30.42
3460.4464859667 27.77 30.42
3461.4473412167 27.76 30.42
3462.44891555 27.77 30.42
3463.45049885 27.77 30.41
3464.45048435 27.78 30.41
3465.4519247 27.77 30.4
3466.4530247667 27.78 30.42
3467.4537190833 27.77 30.42
3468.4548504 27.78 30.41
3469.45498365 27.78 30.42
3470.4558726 27.77 30.42
3471.4567036333 27.77 30.41
3472.4577711333 27.77 30.42
3473.4593216667 27.78 30.43
3474.4599062 27.77 30.42
3475.4607512333 27.78 30.42
3476.4618627667 27.76 30.43
3477.46193265 27.76 30.41
3478.4621623833 27.77 30.42
3479.4624179 27.77 30.41
3480.4626632333 27.77 30.42
3481.4628322333 27.76 30.43
3482.4631193833 27.78 30.42
3483.4641346667 27.76 30.42
3484.4644277667 27.76 30.41
3485.4654473333 27.77 30.41
3486.4663133333 27.77 30.41
3487.467823 27.76 30.41
3488.4692182333 27.76 30.41
3489.4704001333 27.77 30.42
3490.4719870667 27.76 30.42
3491.4726172167 27.76 30.42
3492.4737616167 27.76 30.41
3493.4750117333 27.76 30.42
3494.4753957667 27.76 30.43
3495.4766358333 27.77 30.42
3496.4781799333 27.76 30.43
3497.4793990833 27.77 30.41
3498.4814012 27.76 30.41
3499.4823516167 27.75 30.41
3500.4825447333 27.77 30.42
3501.4826803167 27.75 30.4
3502.4841969333 27.74 30.41
3503.4858168833 27.74 30.42
3504.4873521833 27.75 30.41
3505.4875071833 27.75 30.41
3506.4875747 27.75 30.41
3507.4884635667 27.77 30.41
3508.48906225 27.77 30.42
3509.4904988333 27.77 30.41
3510.4915913833 27.77 30.42
3511.4919594167 27.76 30.4
3512.492293 27.76 30.41
3513.49367245 27.76 30.41
3513.5889608333 27.75 30.41
3514.1473451333 27.75 30.41
3515.14826615 27.76 30.4
3516.1496129833 27.76 30.42
3517.1505754167 27.77 30.42
3518.1517026333 27.76 30.41
3519.1536017167 27.76 30.41
3520.15488845 27.75 30.42
3521.15538685 27.75 30.42
3522.1565241 27.74 30.42
3523.1572561167 27.74 30.41
3524.1578640333 27.73 30.41
3525.1588868667 27.72 30.4
3526.1600247667 27.72 30.4
3527.1612787 27.72 30.39
3528.1621364167 27.72 30.4
3529.1638540667 27.71 30.4
3530.1644164 27.71 30.4
3531.1661574833 27.72 30.38
3532.16743085 27.71 30.38
3533.1685663 27.71 30.37
3534.1692307167 27.71 30.39
3535.1707297167 27.72 30.37
3536.1718900667 27.7 30.36
3537.1728135667 27.7 30.36
3538.1734090167 27.7 30.37
3539.1751473833 27.69 30.36
3540.1765068333 27.7 30.37
3541.1776559167 27.7 30.36
3542.17860695 27.69 30.36
3543.1793025667 27.7 30.34
3544.1795654667 27.7 30.35
3545.1806985833 27.7 30.35
3546.1823733167 27.7 30.35
3547.1823855333 27.69 30.35
3548.1834132 27.69 30.35
3549.1846479833 27.69 30.36
3550.1850342167 27.69 30.35
3551.18522215 27.68 30.35
3552.1854890833 27.68 30.36
3553.1863567833 27.67 30.35
3554.1876307333 27.67 30.35
3555.1880489667 27.68 30.35
3556.1896613667 27.68 30.35
3557.1905538833 27.67 30.35
3558.1917352167 27.68 30.35
3559.19203865 27.68 30.34
3560.1930396667 27.69 30.32
3561.1939309667 27.67 30.34
3562.1946303 27.67 30.34
3563.1947545167 27.67 30.35
3564.1959524833 27.68 30.34
3565.1965785333 27.68 30.34
3566.1974467167 27.69 30.35
3567.1978734833 27.68 30.34
3568.1987368833 27.67 30.33
3569.1991400167 27.67 30.32
3570.1998100833 27.67 30.34
3571.2005005 27.67 30.33
3572.2007012667 27.67 30.33
3573.2010344 27.66 30.32
3573.6779243167 27.65 30.34
3574.2039765667 27.65 30.34
3575.2050188667 27.65 30.32
3576.2062070167 27.64 30.32
3577.2063278167 27.64 30.32
3578.2078547667 27.66 30.31
3579.2086867333 27.66 30.31
3580.2088459667 27.66 30.31
3581.2098629167 27.64 30.33
3582.2113124333 27.65 30.3
3583.2113332333 27.63 30.31
3584.2128024833 27.64 30.3
3585.2131373167 27.65 30.3
3586.2137525833 27.63 30.3
3587.2145165833 27.64 30.32
3588.2151480167 27.64 30.31
3589.2161938333 27.64 30.3
3590.2164482167 27.63 30.3
3591.2171514 27.63 30.3
3592.2179231667 27.63 30.3
3593.2186345333 27.64 30.3
3594.2194647 27.64 30.29
3595.2195146833 27.64 30.29
3596.22116535 27.63 30.3
3597.2221830833 27.63 30.29
3598.22244355 27.63 30.29
3599.2241042167 27.64 30.29
3600.2241948167 27.65 30.29
3601.225723 27.64 30.3
3602.2271289167 27.64 30.31
3603.2273367333 27.64 30.3
3604.2276575333 27.63 30.3
3605.2284697833 27.63 30.3
